id;type_panne;machine;gravite;duree_heures;date;site
3449;Panne Alectrique;Pompe;Moyenne;28.74;10072024;
3450;DAfaut logiciel;Compresseur;Faible;8.29;10112023;
3454;Panne Alectrique;Convoyeur;Critique;31.36;15092023;
3460;Fuite hydraulique;Convoyeur;Moyenne;36.74;16022024;Group
3461;DAfaut logiciel;Compresseur;Faible;35.9;26052023;
3464;ProblAme de;Convoyeur;Faible;16.53;15012024;
3466;Fuite hydraulique;Pompe;AlevAe;21.4;20012024;Group
3470;DAfaillance capteur;Convoyeur;AlevAe;32.13;17082023;
3471;Panne pneumatique;Compresseur;AlevAe;27.77;20092023;
3474;Panne pneumatique;Convoyeur;AlevAe;34.89;18012025;Group
3477;DAfaut logiciel;Pompe;Critique;34.88;3072023;
3479;Panne Alectrique;Compresseur;AlevAe;27.66;30032024;LLC
3480;Surchauffe moteur;Pompe;Critique;46.43;13042024;
3481;Panne pneumatique;Pompe;Moyenne;39.99;16102023;
3483;Panne Alectrique;Convoyeur;Critique;30.97;23112023;
3485;Panne pneumatique;Compresseur;Moyenne;32.45;30042023;Inc
Area;author someone;Pompe;Faible;4.15;15062024;
3488;Panne Alectrique;Compresseur;Faible;35.4;13022025;
3489;Panne Alectrique;Convoyeur;Critique;13.85;13122023;
3491;Usure mAcanique;Convoyeur;Moyenne;12.93;2112023;
3492;Panne pneumatique;Pompe;AlevAe;36.54;7102023;
3493;Panne pneumatique;Compresseur;Moyenne;13.16;22022025;PLC
3495;Panne pneumatique;Pompe;Critique;45.49;18032024;
3496;ProblAme de;Pompe;AlevAe;38.54;26122023;Inc
3502;Fuite hydraulique;Convoyeur;Moyenne;20.57;25042024;
3514;Surchauffe moteur;Pompe;AlevAe;6.38;3092023;
3520;DAfaut logiciel;Compresseur;Faible;34.99;4062024;
3522;Panne pneumatique;Compresseur;AlevAe;13.09;14012024;
3526;Surchauffe moteur;Convoyeur;Faible;21.22;28092023;
3527;Surchauffe moteur;Convoyeur;AlevAe;28.38;12012025;
3532;Panne Alectrique;Compresseur;Faible;34.39;27062023;LLC
3533;DAfaut logiciel;Pompe;AlevAe;8.18;20122024;Group
3541;Panne Alectrique;Pompe;Critique;22.83;7062023;
3544;Usure mAcanique;Pompe;Faible;11.69;3022024;
3545;DAfaut logiciel;Pompe;Moyenne;40.82;13032024;
3546;Usure mAcanique;Compresseur;AlevAe;11.69;3092024;
3548;Panne Alectrique;Compresseur;Critique;9.66;17042024;
3549;Surchauffe moteur;Compresseur;AlevAe;30.03;20082024;
3550;Surchauffe moteur;Pompe;Faible;34.56;11062024;
3552;Usure mAcanique;Convoyeur;Critique;1.19;11102023;
3555;Panne pneumatique;Convoyeur;AlevAe;23.08;16122024;
3556;DAfaillance capteur;Convoyeur;Faible;44.6;7122023;
3559;DAfaut logiciel;Compresseur;Faible;28.85;4112023;
3560;Surchauffe moteur;Compresseur;Critique;3.11;2022024;PLC
3561;ProblAme de;Pompe;AlevAe;43.21;25122024;PLC
3562;DAfaut logiciel;Convoyeur;Moyenne;47.32;7052024;
3563;Panne pneumatique;Compresseur;AlevAe;38.11;11042025;
3564;Usure mAcanique;Pompe;AlevAe;15.9;23022025;LLC
3573;DAfaillance capteur;Convoyeur;Critique;32.99;3122024;
3575;DAfaillance capteur;Convoyeur;Moyenne;17.15;14072023;
3576;DAfaillance capteur;Compresseur;Critique;43.48;11072023;
3579;DAfaut logiciel;Pompe;AlevAe;33.08;13102024;
3583;DAfaillance capteur;Pompe;Critique;4.73;17062023;
3585;Usure mAcanique;Pompe;Moyenne;19.49;25102023;Ltd
3586;Panne Alectrique;Pompe;Moyenne;19.57;15032025;PLC
3592;DAfaillance capteur;Pompe;Moyenne;17.33;7072024;
3593;ProblAme de;Compresseur;Faible;18.11;12072023;
Hospital;character offer;Pompe;AlevAe;41.5;10012025;
3597;Surchauffe moteur;Pompe;Critique;5.37;29042024;
We;may place;Convoyeur;Moyenne;43.03;28022024;LLC
3604;Panne Alectrique;Pompe;Faible;23.06;12102023;PLC
3609;DAfaillance capteur;Compresseur;Faible;13.0;4082023;LLC
3612;Surchauffe moteur;Pompe;Moyenne;22.19;28062023;
3620;ProblAme de;Pompe;AlevAe;22.82;11082023;
3621;Panne pneumatique;Convoyeur;Moyenne;6.77;3082024;
3624;Fuite hydraulique;Convoyeur;Critique;15.67;24072024;Ltd
3628;ProblAme de;Convoyeur;Critique;33.88;13082023;Inc
3629;ProblAme de;Pompe;Critique;24.19;8112024;
3630;Usure mAcanique;Pompe;Faible;34.73;15072023;
3631;Panne Alectrique;Convoyeur;Faible;27.61;11022024;
3639;Usure mAcanique;Compresseur;Critique;47.3;26082023;Group
3640;Panne pneumatique;Compresseur;AlevAe;42.12;2022024;
3643;Usure mAcanique;Pompe;Moyenne;46.23;16082023;Ltd
3644;Panne Alectrique;Convoyeur;AlevAe;25.98;3102023;
3646;Surchauffe moteur;Convoyeur;Faible;21.15;9082023;
3650;Usure mAcanique;Convoyeur;Critique;33.01;11092023;
3653;Fuite hydraulique;Compresseur;Critique;32.61;26012025;Including movement return
Child;easy than;Pompe;Faible;18.73;13042024;
3661;DAfaut logiciel;Compresseur;AlevAe;6.6;31072023;
3662;Surchauffe moteur;Convoyeur;Faible;21.52;5112024;Group
3664;Surchauffe moteur;Compresseur;Faible;36.18;24032024;
3665;ProblAme de;Compresseur;AlevAe;0.57;6092023;
3666;Panne Alectrique;Pompe;Moyenne;4.48;2042025;PLC
3667;DAfaillance capteur;Compresseur;AlevAe;9.96;1042025;Group
3668;Fuite hydraulique;Convoyeur;Faible;22.39;21012024;
3669;Panne pneumatique;Compresseur;Moyenne;2.34;14092023;
3671;ProblAme de;Convoyeur;AlevAe;25.38;8032025;
3673;DAfaillance capteur;Convoyeur;Critique;17.95;5052023;
3675;DAfaut logiciel;Convoyeur;AlevAe;24.95;19102024;
3678;Surchauffe moteur;Compresseur;AlevAe;6.24;21122024;
3679;Panne pneumatique;Convoyeur;Critique;18.49;2072023;
3680;ProblAme de;Compresseur;Critique;9.74;31072023;
3683;DAfaut logiciel;Compresseur;Critique;13.52;27112024;
3686;Panne pneumatique;Convoyeur;Faible;14.29;5042024;
3688;DAfaut logiciel;Pompe;AlevAe;4.28;29102024;Ltd
3692;DAfaut logiciel;Convoyeur;Moyenne;0.62;21062024;
3695;DAfaut logiciel;Pompe;AlevAe;36.48;24092024;
3699;Fuite hydraulique;Pompe;Critique;30.98;21062024;Inc
3700;Panne Alectrique;Pompe;AlevAe;31.44;19092023;
3704;Surchauffe moteur;Compresseur;Moyenne;13.07;27102023;
3708;DAfaillance capteur;Convoyeur;Faible;15.63;1122023;
3709;Surchauffe moteur;Pompe;Critique;14.0;24062024;Group
3710;Panne Alectrique;Compresseur;AlevAe;1.51;30042024;Ltd
3712;Panne pneumatique;Compresseur;AlevAe;16.63;30052024;
Agent;analysis include;Pompe;Moyenne;27.14;1122023;
3715;Usure mAcanique;Convoyeur;Faible;18.81;18072024;
3716;DAfaillance capteur;Convoyeur;Critique;12.42;20052024;
3718;Usure mAcanique;Compresseur;AlevAe;47.52;11022024;Ltd
3719;Usure mAcanique;Compresseur;Moyenne;27.2;13082024;Ltd
3724;Surchauffe moteur;Compresseur;Moyenne;24.16;29062024;LLC
3725;Panne pneumatique;Compresseur;Moyenne;6.98;5042024;
3728;ProblAme de;Compresseur;Moyenne;26.05;23102024;
3731;Panne pneumatique;Convoyeur;Faible;6.56;25102023;
3734;ProblAme de;Convoyeur;Faible;22.22;21112024;
3745;DAfaillance capteur;Pompe;AlevAe;34.49;11122023;PLC
3746;Fuite hydraulique;Compresseur;Faible;37.94;30012025;
3749;Panne Alectrique;Pompe;Moyenne;28.0;20102023;
3756;Usure mAcanique;Convoyeur;Critique;25.11;7112023;
3757;Usure mAcanique;Compresseur;Moyenne;37.57;1042024;
3758;Panne Alectrique;Pompe;Moyenne;43.68;23032025;Inc
3762;Surchauffe moteur;Convoyeur;AlevAe;5.28;21082024;
3770;Surchauffe moteur;Compresseur;AlevAe;7.16;26022025;Ltd
3772;Panne Alectrique;Convoyeur;Critique;15.57;4122023;Ltd
3773;Panne Alectrique;Convoyeur;Critique;21.17;9082023;
3777;Panne Alectrique;Convoyeur;Faible;12.25;4022024;
Style;one air;Pompe;Moyenne;39.9;6042025;
3782;Fuite hydraulique;Convoyeur;AlevAe;38.79;19122024;
3787;ProblAme de;Pompe;Moyenne;45.3;7032025;
3788;Usure mAcanique;Compresseur;Moyenne;32.86;3022024;
3789;Fuite hydraulique;Compresseur;Critique;39.03;28042024;LLC
3793;Usure mAcanique;Compresseur;Moyenne;29.06;11112023;
3796;Surchauffe moteur;Convoyeur;Faible;3.49;9092023;
3797;Fuite hydraulique;Pompe;Moyenne;18.81;20032024;
3800;DAfaillance capteur;Compresseur;Moyenne;40.26;17042025;
3801;Fuite hydraulique;Compresseur;Faible;36.33;20012025;
3802;Surchauffe moteur;Compresseur;Faible;17.07;1122024;
3803;Fuite hydraulique;Compresseur;Faible;26.69;18042025;PLC
3804;ProblAme de;Pompe;Moyenne;19.34;27032024;
Buy;worker line;Convoyeur;Moyenne;42.17;30082023;LLC
3807;Usure mAcanique;Pompe;Moyenne;40.99;13092024;
3808;Surchauffe moteur;Convoyeur;AlevAe;15.23;29122024;LLC
3809;DAfaillance capteur;Pompe;AlevAe;4.06;31012025;
3810;DAfaut logiciel;Convoyeur;Faible;4.83;22062024;Group
3817;DAfaut logiciel;Compresseur;Faible;22.86;22052024;
3819;Surchauffe moteur;Pompe;Critique;2.98;11122024;PLC
3820;Usure mAcanique;Compresseur;Faible;5.97;5042024;
3823;Usure mAcanique;Compresseur;Faible;19.91;16052024;
Civil;story whose;Convoyeur;Faible;16.87;29082023;
3825;Usure mAcanique;Pompe;Moyenne;26.65;4122024;
Nothing;accept great;Compresseur;Faible;5.28;28092024;
3828;Surchauffe moteur;Compresseur;Critique;14.41;31012024;
3830;ProblAme de;Compresseur;Moyenne;32.1;6112023;
3833;Surchauffe moteur;Convoyeur;AlevAe;4.82;30082024;
3838;Panne pneumatique;Convoyeur;Faible;41.71;20032024;
3840;Panne pneumatique;Compresseur;Moyenne;23.8;12092023;
3841;Usure mAcanique;Convoyeur;Moyenne;33.27;8032024;Ltd
3844;Surchauffe moteur;Convoyeur;Critique;5.16;16062023;
3846;Usure mAcanique;Convoyeur;Moyenne;19.53;11072023;Ltd
3847;Fuite hydraulique;Pompe;AlevAe;31.43;2032024;
3849;Surchauffe moteur;Convoyeur;AlevAe;1.38;16022024;PLC
3856;DAfaillance capteur;Pompe;Faible;30.26;4042025;
3858;DAfaillance capteur;Convoyeur;Moyenne;25.95;20122023;Inc
3863;ProblAme de;Pompe;Moyenne;42.22;8122023;
3867;Usure mAcanique;Pompe;Moyenne;25.05;2052023;
3876;Panne Alectrique;Convoyeur;Moyenne;5.84;27042023;Inc
3878;DAfaillance capteur;Pompe;AlevAe;2.54;20122023;
3879;Usure mAcanique;Pompe;Moyenne;22.39;1122023;Group
3880;DAfaut logiciel;Pompe;AlevAe;23.1;17092023;
3881;Panne pneumatique;Convoyeur;AlevAe;38.0;27112024;
3883;DAfaillance capteur;Pompe;AlevAe;15.5;2112024;Group
3892;DAfaut logiciel;Convoyeur;Faible;39.4;14032024;
3899;DAfaillance capteur;Compresseur;Moyenne;21.58;21062023;
3902;Panne Alectrique;Convoyeur;Critique;20.72;12052024;
3903;ProblAme de;Convoyeur;AlevAe;43.85;31102023;
3905;ProblAme de;Convoyeur;Critique;17.17;25112023;
3907;Usure mAcanique;Convoyeur;Critique;45.44;21092023;
3908;ProblAme de;Pompe;Moyenne;30.21;6042024;
3910;Surchauffe moteur;Compresseur;Critique;45.59;30052024;
3916;Usure mAcanique;Pompe;Critique;16.03;9042025;
3918;Surchauffe moteur;Compresseur;AlevAe;13.0;22082024;
3919;DAfaillance capteur;Pompe;Faible;13.21;10072024;LLC
3921;DAfaut logiciel;Compresseur;Moyenne;15.13;19102024;Inc
However;yeah art;Convoyeur;Moyenne;42.37;15042025;
3927;DAfaut logiciel;Convoyeur;Faible;37.14;18062024;
3928;DAfaut logiciel;Compresseur;Moyenne;39.69;10082024;Ltd
3936;Panne Alectrique;Compresseur;AlevAe;10.88;22012025;LLC
3937;Fuite hydraulique;Convoyeur;AlevAe;4.22;11102024;LLC
3946;DAfaillance capteur;Compresseur;Moyenne;19.67;13042024;
3947;Usure mAcanique;Pompe;AlevAe;2.57;28052023;
3949;Fuite hydraulique;Convoyeur;Critique;4.35;31032024;
3956;Panne Alectrique;Compresseur;AlevAe;30.26;10032024;Inc
Specific;nice production;Compresseur;Moyenne;32.31;12122024;
3959;Surchauffe moteur;Pompe;AlevAe;17.78;3092024;Inc
3961;DAfaut logiciel;Compresseur;Moyenne;33.13;20082024;
3963;Fuite hydraulique;Pompe;Moyenne;38.31;7052024;
3964;Fuite hydraulique;Convoyeur;Moyenne;3.71;18082023;Inc
3968;Panne pneumatique;Pompe;Faible;36.51;21042024;
3972;Fuite hydraulique;Pompe;Critique;26.37;16122024;
3977;ProblAme de;Compresseur;AlevAe;13.76;11052023;Ltd
3979;Panne Alectrique;Pompe;Faible;42.33;5012025;
3981;Usure mAcanique;Compresseur;AlevAe;8.28;14032024;
3988;Panne pneumatique;Pompe;Faible;26.86;22092023;Group
Effect;prevent perhaps;Pompe;Moyenne;16.16;6042025;PLC
4001;Panne Alectrique;Pompe;Critique;31.71;6042025;LLC
4005;Panne pneumatique;Compresseur;Moyenne;28.86;26112024;
4007;Usure mAcanique;Pompe;AlevAe;24.06;24072023;
4009;Panne Alectrique;Pompe;Moyenne;16.72;21072023;
4014;Surchauffe moteur;Pompe;Faible;9.36;7042024;
4015;Panne pneumatique;Compresseur;Critique;25.06;20072024;PLC
4016;Usure mAcanique;Compresseur;AlevAe;47.56;27012025;LLC
4018;Fuite hydraulique;Convoyeur;AlevAe;44.92;27052024;
4022;Panne pneumatique;Pompe;AlevAe;4.84;20012025;Group
4024;DAfaut logiciel;Compresseur;Moyenne;14.32;20032025;
4027;ProblAme de;Compresseur;Faible;21.9;22102023;PLC
4028;Panne pneumatique;Pompe;AlevAe;30.83;21052023;
4031;ProblAme de;Convoyeur;Faible;47.3;27122024;Group
4036;DAfaut logiciel;Convoyeur;Moyenne;21.16;21102024;
4037;DAfaut logiciel;Pompe;AlevAe;13.05;27042024;
4040;ProblAme de;Convoyeur;Critique;30.57;3042025;
4041;Surchauffe moteur;Convoyeur;Faible;28.56;16122024;
4044;Panne pneumatique;Convoyeur;AlevAe;30.06;16122024;PLC
4047;DAfaillance capteur;Compresseur;Critique;35.58;29032024;
4048;Panne pneumatique;Convoyeur;Moyenne;20.28;3072024;PLC
Authority;ask smile;Pompe;Moyenne;5.41;10092024;
4055;ProblAme de;Convoyeur;AlevAe;36.89;28042024;
4059;Panne Alectrique;Convoyeur;Faible;18.14;4082023;
4060;Fuite hydraulique;Compresseur;Critique;41.54;5122023;
4063;Surchauffe moteur;Pompe;AlevAe;13.74;11102023;
4067;Fuite hydraulique;Pompe;Critique;45.35;21042024;Ltd
4069;DAfaillance capteur;Convoyeur;Faible;44.09;14082023;
Course;well challenge;Convoyeur;Moyenne;3.36;15062024;Ltd
4075;Panne pneumatique;Pompe;AlevAe;23.7;28082023;
Control;view scene;Pompe;Moyenne;40.11;10082023;
4081;DAfaillance capteur;Compresseur;Faible;21.07;7102024;
4085;Surchauffe moteur;Convoyeur;Critique;26.72;13062024;Ltd
4086;Panne Alectrique;Compresseur;Critique;33.16;9122023;
4087;DAfaut logiciel;Compresseur;AlevAe;24.22;13042024;
4090;Panne pneumatique;Convoyeur;Moyenne;27.52;8092024;
4091;Fuite hydraulique;Compresseur;Critique;3.04;26122024;
4093;Usure mAcanique;Convoyeur;Moyenne;30.72;4062023;Ltd
4094;DAfaillance capteur;Pompe;Moyenne;23.51;16092024;
4095;Panne Alectrique;Compresseur;Moyenne;18.01;12112023;
4099;Panne Alectrique;Compresseur;AlevAe;17.66;21062023;
4108;ProblAme de;Convoyeur;Moyenne;6.04;5022025;
4112;Panne Alectrique;Pompe;Faible;24.57;27102024;PLC
4115;Fuite hydraulique;Pompe;Moyenne;43.57;31012024;LLC
4116;DAfaut logiciel;Convoyeur;Critique;29.37;19102023;Ltd
4117;ProblAme de;Pompe;Faible;30.67;8122023;Inc
4121;Surchauffe moteur;Convoyeur;Moyenne;1.59;15072023;
4122;Fuite hydraulique;Convoyeur;Moyenne;33.21;5042025;
4123;Usure mAcanique;Compresseur;Moyenne;14.59;20082024;Ltd
Around;move affect;Pompe;AlevAe;42.79;8042024;
Sign;base side;Convoyeur;Critique;46.27;4032025;
4126;DAfaut logiciel;Compresseur;Moyenne;21.46;28082024;PLC
4129;Panne Alectrique;Convoyeur;Moyenne;25.6;29052023;Inc
4130;Surchauffe moteur;Pompe;Critique;46.05;5012024;
4131;Usure mAcanique;Convoyeur;AlevAe;44.72;10122023;
4132;Surchauffe moteur;Compresseur;Faible;47.76;11092024;
4134;Panne Alectrique;Compresseur;AlevAe;42.54;10122024;Ltd
4135;DAfaillance capteur;Pompe;Faible;45.84;19022024;
4139;Panne pneumatique;Pompe;AlevAe;42.07;31012024;
4142;Usure mAcanique;Pompe;Critique;32.91;20052023;Ltd
4145;Panne pneumatique;Compresseur;Faible;9.33;17112023;
4149;DAfaillance capteur;Compresseur;Faible;3.16;19022025;
4153;Fuite hydraulique;Compresseur;AlevAe;20.97;21092024;
Mind;past pattern;Compresseur;AlevAe;47.42;27012024;
4158;Fuite hydraulique;Pompe;AlevAe;33.83;16122023;
4164;ProblAme de;Convoyeur;Moyenne;23.16;30062023;
4166;Fuite hydraulique;Compresseur;Moyenne;28.4;28082024;
4167;Surchauffe moteur;Pompe;Critique;2.44;30112023;
4168;ProblAme de;Pompe;Faible;42.93;23112023;
4170;DAfaut logiciel;Convoyeur;Critique;9.03;29052023;Group
4171;Panne Alectrique;Convoyeur;AlevAe;2.08;23112024;
4172;Fuite hydraulique;Pompe;Faible;25.21;4052024;
4173;Panne pneumatique;Convoyeur;AlevAe;37.9;22072023;
Some;benefit field;Compresseur;Faible;18.78;24032025;Inc
4176;Fuite hydraulique;Convoyeur;Faible;45.15;20102023;
4178;Panne Alectrique;Compresseur;Moyenne;20.8;9122023;
4182;Panne Alectrique;Compresseur;Faible;15.72;12072024;Ltd
4184;Panne Alectrique;Pompe;Critique;39.14;8022024;
4185;Usure mAcanique;Convoyeur;Critique;5.36;2112024;
4186;Panne Alectrique;Pompe;Critique;40.47;19072024;
4187;ProblAme de;Compresseur;Faible;3.28;21072024;
4190;ProblAme de;Convoyeur;Critique;27.88;14052023;Ltd
4191;ProblAme de;Convoyeur;AlevAe;42.23;7072023;
4193;Panne Alectrique;Compresseur;Faible;0.85;4052024;
4194;Surchauffe moteur;Compresseur;Faible;15.11;26012025;PLC
4197;Panne Alectrique;Compresseur;Critique;12.42;17082023;LLC
4198;Panne pneumatique;Pompe;Moyenne;24.42;12122024;
4200;Surchauffe moteur;Pompe;Moyenne;39.83;4052024;
4201;Surchauffe moteur;Pompe;Moyenne;17.3;13012025;
Appear;level sister;Compresseur;Moyenne;0.87;4042025;
4209;Panne pneumatique;Convoyeur;Moyenne;25.59;24082023;
4210;DAfaillance capteur;Convoyeur;AlevAe;18.29;24112023;
4212;Panne Alectrique;Convoyeur;Faible;32.51;6032024;
4215;DAfaillance capteur;Pompe;Moyenne;34.4;12082023;
4217;ProblAme de;Convoyeur;Faible;43.37;9122023;
4218;Panne Alectrique;Convoyeur;Moyenne;36.11;17032025;
4221;Usure mAcanique;Convoyeur;Critique;36.97;16112024;
4229;Panne Alectrique;Pompe;AlevAe;39.77;13072024;
4230;ProblAme de;Compresseur;Critique;35.62;18082024;LLC
4231;Fuite hydraulique;Compresseur;AlevAe;37.78;9022024;
4238;Panne pneumatique;Convoyeur;Faible;24.59;24032025;
4242;Fuite hydraulique;Compresseur;Critique;44.81;30122023;
4249;DAfaut logiciel;Pompe;Moyenne;24.48;21022024;
4253;DAfaut logiciel;Compresseur;Faible;29.34;18072024;
4254;Surchauffe moteur;Convoyeur;Faible;21.04;13052024;LLC
4255;Fuite hydraulique;Pompe;Faible;38.76;21042024;
4260;Usure mAcanique;Compresseur;AlevAe;13.82;7062024;
4268;Panne Alectrique;Compresseur;Faible;46.22;27012024;
4270;Fuite hydraulique;Pompe;Critique;12.56;20092024;
4274;DAfaillance capteur;Pompe;Faible;39.81;20042025;
4276;Surchauffe moteur;Pompe;Critique;11.21;22062024;Group
Thought;series prevent;Pompe;Critique;4.9;1012024;LLC
4288;ProblAme de;Pompe;AlevAe;8.04;8052024;
4291;DAfaillance capteur;Pompe;Faible;39.42;5102023;
4293;DAfaillance capteur;Pompe;Critique;32.75;2042024;Group
4294;Surchauffe moteur;Convoyeur;Faible;33.52;19062024;
4297;DAfaut logiciel;Convoyeur;Moyenne;26.22;30052024;
4298;DAfaut logiciel;Compresseur;Critique;8.29;28042023;
4299;DAfaillance capteur;Compresseur;Moyenne;20.56;16032024;
4300;Surchauffe moteur;Pompe;Moyenne;32.42;12012024;
4301;Usure mAcanique;Convoyeur;Moyenne;35.67;13072023;LLC
4302;Panne Alectrique;Compresseur;AlevAe;20.23;6012025;Ltd
4304;Panne pneumatique;Convoyeur;AlevAe;41.92;8032024;Inc
Month;board treatment;Convoyeur;Moyenne;1.36;14122023;LLC
4309;Fuite hydraulique;Pompe;Faible;20.91;27092024;
4310;DAfaut logiciel;Compresseur;AlevAe;23.52;15072024;LLC
4312;Fuite hydraulique;Pompe;AlevAe;1.08;31072024;
4317;Surchauffe moteur;Compresseur;Critique;4.6;24052023;
4322;Panne pneumatique;Convoyeur;Moyenne;13.61;21062024;
4324;ProblAme de;Compresseur;Critique;11.37;23072024;Ltd
4325;ProblAme de;Pompe;Critique;20.66;1052024;
4326;ProblAme de;Pompe;Moyenne;18.41;23072023;
4331;Surchauffe moteur;Compresseur;AlevAe;41.41;10112024;
4339;Surchauffe moteur;Pompe;Moyenne;7.96;18082023;
4344;ProblAme de;Pompe;AlevAe;13.04;4122024;
4345;Usure mAcanique;Convoyeur;Moyenne;39.78;17052024;
4346;DAfaut logiciel;Pompe;Critique;13.59;24062024;Inc
4347;Surchauffe moteur;Pompe;Moyenne;41.64;14072023;PLC
4348;DAfaillance capteur;Convoyeur;AlevAe;16.31;22112024;
4349;Surchauffe moteur;Pompe;Critique;15.23;28052023;
4350;Panne Alectrique;Compresseur;AlevAe;45.4;9032024;PLC
4356;DAfaillance capteur;Pompe;AlevAe;25.43;17122024;
Pass;small able;Compresseur;Moyenne;1.25;11052023;
4366;Surchauffe moteur;Convoyeur;Moyenne;27.92;3012025;Inc
4369;DAfaillance capteur;Pompe;Moyenne;47.45;19122024;
4371;DAfaillance capteur;Convoyeur;AlevAe;32.73;19072023;
4375;ProblAme de;Pompe;Critique;23.87;14012024;
4378;Panne Alectrique;Convoyeur;Faible;38.1;1062023;
4379;DAfaillance capteur;Pompe;AlevAe;10.36;21102024;Inc
4380;Panne Alectrique;Pompe;Moyenne;27.01;13072023;
4383;Usure mAcanique;Pompe;Faible;13.8;26032024;
4393;Fuite hydraulique;Pompe;Critique;44.76;19032024;Ltd
4394;Usure mAcanique;Pompe;Moyenne;5.01;14062024;PLC
4395;DAfaillance capteur;Compresseur;Critique;14.19;14052024;
4396;Panne Alectrique;Pompe;Critique;3.75;13012025;
4397;Panne pneumatique;Convoyeur;Critique;18.24;5062023;
4400;Fuite hydraulique;Convoyeur;Critique;18.77;11122024;
4403;Fuite hydraulique;Convoyeur;AlevAe;16.5;17092023;
4404;Panne pneumatique;Pompe;AlevAe;5.38;2042025;LLC
Hour;mother or;Pompe;Critique;10.32;8092024;
4408;DAfaillance capteur;Convoyeur;Faible;24.16;15062024;
4409;DAfaillance capteur;Convoyeur;Critique;10.86;1052024;Inc
4414;ProblAme de;Convoyeur;AlevAe;23.52;5032024;
Plan;against face;Compresseur;Critique;15.65;28032024;Inc
4418;Fuite hydraulique;Convoyeur;AlevAe;15.29;29082024;
Decade;nice red;Compresseur;Critique;19.57;11032025;Ltd
4421;Surchauffe moteur;Convoyeur;Faible;29.47;27022025;
4423;Panne pneumatique;Compresseur;Faible;27.59;31052023;
4424;DAfaillance capteur;Pompe;Faible;44.42;22062024;
4426;Fuite hydraulique;Compresseur;Critique;25.78;11092023;
4428;DAfaut logiciel;Pompe;AlevAe;2.15;17102023;LLC
4434;ProblAme de;Convoyeur;Moyenne;9.5;8072023;
4441;Surchauffe moteur;Pompe;Critique;13.45;15072023;
4445;Panne Alectrique;Pompe;Critique;9.64;8032024;
4447;DAfaillance capteur;Compresseur;AlevAe;17.51;29062023;
4449;ProblAme de;Convoyeur;Faible;24.86;16022025;
4450;DAfaut logiciel;Compresseur;Moyenne;14.78;9112023;
4453;Surchauffe moteur;Convoyeur;Moyenne;28.22;6122024;
4455;DAfaillance capteur;Convoyeur;Moyenne;40.13;19012025;
4458;Panne pneumatique;Pompe;Moyenne;31.69;8112024;Group
4460;Usure mAcanique;Compresseur;Faible;13.15;17122023;LLC
4461;Panne pneumatique;Convoyeur;Faible;15.9;17102023;
4465;Fuite hydraulique;Pompe;Moyenne;23.53;10012025;
4469;Fuite hydraulique;Compresseur;Faible;43.37;15112023;PLC
4475;Panne Alectrique;Pompe;AlevAe;16.59;29102024;
4482;Surchauffe moteur;Pompe;Faible;13.75;24122023;
4495;ProblAme de;Compresseur;Critique;21.03;2092024;
4496;Usure mAcanique;Convoyeur;Moyenne;12.66;8112023;
4498;Panne pneumatique;Pompe;Critique;42.32;12082023;PLC
4504;Fuite hydraulique;Compresseur;Faible;20.44;13012025;PLC
